Date,Open,High,Low,Close,Adj Close,Volume
2020-12-09,100.0,115.0,90.02999877929688,92.48999786376953,92.48999786376953,24805600
2020-12-10,99.4800033569336,131.74600219726562,96.0,130.0,130.0,22865700
2020-12-11,123.81999969482422,133.0,116.0,119.58000183105469,119.58000183105469,11758600
2020-12-14,122.16000366210938,123.83000183105469,100.66000366210938,102.36000061035156,102.36000061035156,8197500
2020-12-15,104.56999969482422,109.88999938964844,98.0999984741211,102.0,102.0,5715300
2020-12-16,105.0,116.70999908447266,104.0,113.69000244140625,113.69000244140625,5365700
2020-12-17,118.44000244140625,121.0,115.44999694824219,117.23999786376953,117.23999786376953,3414800
