Date,Open,High,Low,Close,Adj Close,Volume
2020-11-18,118.61000061035156,119.81999969482422,118.0,118.02999877929688,118.02999877929688,76322100
2020-11-19,117.58999633789062,119.05999755859375,116.80999755859375,118.63999938964844,118.63999938964844,74113000
2020-11-20,118.63999938964844,118.7699966430664,117.29000091552734,117.33999633789062,117.33999633789062,73604300
2020-11-23,117.18000030517578,117.62000274658203,113.75,113.8499984741211,113.8499984741211,127959300
2020-11-24,113.91000366210938,115.8499984741211,112.58999633789062,115.16999816894531,115.16999816894531,113874200
2020-11-25,115.55000305175781,116.75,115.16999816894531,116.02999877929688,116.02999877929688,76499200
2020-11-27,116.56999969482422,117.48999786376953,116.22000122070312,116.58999633789062,116.58999633789062,46691300
2020-11-30,116.97000122070312,120.97000122070312,116.80999755859375,119.05000305175781,119.05000305175781,169410200
2020-12-01,121.01000213623047,123.47000122070312,120.01000213623047,122.72000122070312,122.72000122070312,128166800
2020-12-02,122.0199966430664,123.37000274658203,120.88999938964844,123.08000183105469,123.08000183105469,89004200
2020-12-03,123.5199966430664,123.77999877929688,122.20999908447266,122.94000244140625,122.94000244140625,78967600
2020-12-04,122.5999984741211,122.86000061035156,121.5199966430664,122.25,122.25,78260400
2020-12-07,122.30999755859375,124.56999969482422,122.25,123.75,123.75,86712000
2020-12-08,124.37000274658203,124.9800033569336,123.08999633789062,124.37999725341797,124.37999725341797,82225500
2020-12-09,124.52999877929688,125.94999694824219,121.0,121.77999877929688,121.77999877929688,115089200
2020-12-10,120.5,123.87000274658203,120.1500015258789,123.23999786376953,123.23999786376953,81312200
2020-12-11,122.43000030517578,122.76000213623047,120.55000305175781,122.41000366210938,122.41000366210938,86939800
2020-12-14,122.5999984741211,123.3499984741211,121.54000091552734,121.77999877929688,121.77999877929688,79184500
2020-12-15,124.33999633789062,127.9000015258789,124.12999725341797,127.87999725341797,127.87999725341797,157572300
2020-12-16,127.41000366210938,128.3699951171875,126.55999755859375,127.80999755859375,127.80999755859375,98208600
2020-12-17,128.89999389648438,129.5800018310547,128.0399932861328,128.6999969482422,128.6999969482422,94215500
